inventory_id,product_id,stock_quantity,warehouse_location,last_updated
453,453,288,Jaipur Warehouse A,2025-09-25 06:59:53
454,454,497,Bengaluru Warehouse E,2026-02-14 21:50:34
455,455,351,Chennai Warehouse D,2026-06-12 03:45:14
456,456,257,Bengaluru Warehouse E,2026-03-05 09:33:37
457,457,497,Delhi Warehouse B,2025-10-07 12:51:06
458,458,103,Kolkata Warehouse F,2026-01-31 14:38:36
459,459,203,Bengaluru Warehouse E,2026-05-11 11:14:28
460,460,57,Chennai Warehouse D,2026-01-20 00:33:48
461,461,473,Jaipur Warehouse A,2026-05-30 21:07:23
462,462,196,Kolkata Warehouse F,2026-01-29 17:50:30
463,463,316,Bengaluru Warehouse E,2026-02-28 18:12:35
464,464,471,Mumbai Warehouse C,2026-06-28 07:10:40
465,465,439,Kolkata Warehouse F,2026-05-30 20:05:16
466,466,396,Mumbai Warehouse C,2026-03-25 19:21:23
467,467,379,Chennai Warehouse D,2026-06-01 20:20:51
468,468,206,Delhi Warehouse B,2026-06-30 04:49:07
469,469,428,Jaipur Warehouse A,2025-12-16 16:39:13
470,470,188,Chennai Warehouse D,2026-02-13 23:25:46
471,471,304,Chennai Warehouse D,2026-02-19 03:14:41
472,472,383,Kolkata Warehouse F,2025-08-25 00:17:02
473,473,399,Delhi Warehouse B,2026-05-03 11:14:02
474,474,262,Jaipur Warehouse A,2025-11-18 12:42:08
475,475,114,Mumbai Warehouse C,2026-04-25 02:07:37
476,476,129,Delhi Warehouse B,2026-06-22 18:17:01
477,477,494,Mumbai Warehouse C,2026-06-26 17:20:42
478,478,141,Kolkata Warehouse F,2026-01-23 11:16:42
479,479,391,Delhi Warehouse B,2026-02-17 19:38:24
480,480,335,Chennai Warehouse D,2025-09-07 08:59:25
481,481,362,Bengaluru Warehouse E,2026-05-05 17:25:05
482,482,464,Kolkata Warehouse F,2026-03-16 03:03:51
483,483,241,Delhi Warehouse B,2025-10-04 17:04:21
484,484,181,Delhi Warehouse B,2026-04-07 15:38:41
485,485,237,Jaipur Warehouse A,2026-02-16 03:13:43
486,486,241,Delhi Warehouse B,2026-03-21 01:07:55
487,487,445,Delhi Warehouse B,2025-05-29 16:27:43
488,488,73,Mumbai Warehouse C,2026-03-02 10:47:47
489,489,2,Chennai Warehouse D,2025-09-15 12:22:50
490,490,66,Bengaluru Warehouse E,2026-02-10 06:10:34
491,491,2,Jaipur Warehouse A,2026-05-21 00:45:01
492,492,97,Jaipur Warehouse A,2026-06-28 21:03:43
493,493,159,Delhi Warehouse B,2025-11-04 08:27:18
494,494,485,Mumbai Warehouse C,2026-02-13 16:26:02
495,495,183,Delhi Warehouse B,2026-02-17 18:00:20
496,496,108,Kolkata Warehouse F,2025-04-29 22:20:44
497,497,192,Kolkata Warehouse F,2025-08-16 16:45:37
498,498,55,Kolkata Warehouse F,2026-07-09 18:09:50
499,499,63,Bengaluru Warehouse E,2026-01-29 12:08:07
500,500,51,Kolkata Warehouse F,2026-06-24 04:31:33
501,501,60,Mumbai Warehouse C,2026-05-06 20:23:34
502,502,425,Bengaluru Warehouse E,2025-10-10 14:17:31
503,503,466,Delhi Warehouse B,2026-06-04 03:59:05
504,504,464,Jaipur Warehouse A,2026-05-31 02:06:58
505,505,463,Mumbai Warehouse C,2025-09-16 05:19:52
506,506,447,Jaipur Warehouse A,2025-12-28 09:14:32
507,507,4,Delhi Warehouse B,2026-07-05 21:16:06
508,508,137,Kolkata Warehouse F,2026-05-07 23:54:55
509,509,139,Chennai Warehouse D,2026-06-25 08:03:51
510,510,482,Delhi Warehouse B,2025-05-07 02:36:00
511,511,398,Mumbai Warehouse C,2026-06-17 09:20:27
512,512,57,Chennai Warehouse D,2026-04-10 17:01:20
513,513,392,Kolkata Warehouse F,2026-06-04 14:41:37
514,514,48,Chennai Warehouse D,2026-06-29 10:42:51
515,515,456,Bengaluru Warehouse E,2026-03-21 06:35:14
516,516,445,Delhi Warehouse B,2026-02-04 15:55:48
517,517,259,Delhi Warehouse B,2026-04-12 16:35:11
518,518,410,Bengaluru Warehouse E,2026-06-04 00:51:43
519,519,381,Kolkata Warehouse F,2026-01-25 18:31:16
520,520,422,Jaipur Warehouse A,2026-04-15 10:19:44
521,521,343,Chennai Warehouse D,2026-07-09 13:47:50
522,522,286,Bengaluru Warehouse E,2026-05-06 20:22:05
523,523,113,Jaipur Warehouse A,2026-06-13 08:41:13
524,524,23,Delhi Warehouse B,2026-04-11 01:24:14
525,525,100,Delhi Warehouse B,2026-05-02 04:27:37
526,526,387,Chennai Warehouse D,2025-04-30 19:43:42
527,527,68,Chennai Warehouse D,2026-01-28 11:08:19
528,528,473,Bengaluru Warehouse E,2026-06-11 18:36:27
529,529,307,Bengaluru Warehouse E,2026-07-08 13:30:35
530,530,140,Chennai Warehouse D,2025-11-22 23:10:55
531,531,153,Kolkata Warehouse F,2026-05-20 06:49:29
532,532,351,Mumbai Warehouse C,2026-05-02 19:46:17
533,533,165,Kolkata Warehouse F,2026-05-21 21:10:10
534,534,345,Kolkata Warehouse F,2026-06-16 14:41:14
535,535,74,Jaipur Warehouse A,2025-11-14 19:31:55
536,536,429,Jaipur Warehouse A,2025-12-09 23:26:30
537,537,378,Bengaluru Warehouse E,2026-06-20 14:03:16
538,538,354,Kolkata Warehouse F,2025-08-30 15:51:26
539,539,6,Kolkata Warehouse F,2025-08-26 00:17:01
540,540,378,Bengaluru Warehouse E,2026-04-08 17:15:24
541,541,95,Delhi Warehouse B,2026-04-02 23:00:07
542,542,66,Delhi Warehouse B,2026-03-09 00:55:39
543,543,20,Delhi Warehouse B,2026-01-06 20:02:48
544,544,251,Bengaluru Warehouse E,2026-03-24 13:47:49
545,545,266,Jaipur Warehouse A,2026-06-20 04:04:01
546,546,113,Delhi Warehouse B,2026-06-14 00:04:06
547,547,271,Chennai Warehouse D,2026-06-19 17:35:24
548,548,314,Bengaluru Warehouse E,2026-06-07 12:50:01
549,549,197,Mumbai Warehouse C,2026-05-23 16:11:54
550,550,228,Chennai Warehouse D,2026-02-08 15:52:55
551,551,85,Bengaluru Warehouse E,2026-05-04 16:26:04
552,552,442,Kolkata Warehouse F,2026-05-11 01:42:34
553,553,382,Kolkata Warehouse F,2025-06-25 10:36:59
554,554,27,Delhi Warehouse B,2025-09-10 13:20:51
555,555,198,Chennai Warehouse D,2026-04-19 16:33:15
556,556,3,Kolkata Warehouse F,2026-06-20 11:45:07
557,557,54,Mumbai Warehouse C,2026-06-28 08:44:31
558,558,15,Chennai Warehouse D,2026-06-05 18:54:09
559,559,151,Kolkata Warehouse F,2026-03-28 20:28:55
560,560,63,Jaipur Warehouse A,2025-04-24 17:09:45
561,561,107,Kolkata Warehouse F,2026-06-09 14:29:15
562,562,113,Bengaluru Warehouse E,2025-12-06 05:19:15
563,563,236,Kolkata Warehouse F,2026-06-18 00:56:55
564,564,371,Bengaluru Warehouse E,2026-06-16 18:01:04
565,565,35,Delhi Warehouse B,2026-05-28 01:06:21
566,566,78,Bengaluru Warehouse E,2026-06-09 12:22:45
567,567,364,Kolkata Warehouse F,2026-02-25 22:35:11
568,568,449,Chennai Warehouse D,2026-03-14 06:50:26
569,569,330,Bengaluru Warehouse E,2025-07-20 04:41:36
570,570,39,Kolkata Warehouse F,2026-05-10 00:43:01
571,571,207,Bengaluru Warehouse E,2026-05-06 23:01:45
572,572,241,Kolkata Warehouse F,2026-03-25 00:59:25
573,573,68,Chennai Warehouse D,2026-02-25 15:25:26
574,574,122,Bengaluru Warehouse E,2026-07-02 22:19:41
575,575,337,Delhi Warehouse B,2026-06-18 08:47:57
576,576,189,Delhi Warehouse B,2025-08-10 22:58:37
577,577,20,Kolkata Warehouse F,2025-10-15 18:46:49
578,578,296,Bengaluru Warehouse E,2026-03-02 22:50:42
579,579,459,Jaipur Warehouse A,2026-06-17 13:01:54
580,580,249,Chennai Warehouse D,2026-05-18 15:31:23
581,581,263,Kolkata Warehouse F,2025-10-05 23:41:50
582,582,338,Delhi Warehouse B,2026-02-18 22:47:39
583,583,82,Kolkata Warehouse F,2026-06-24 19:01:18
584,584,82,Delhi Warehouse B,2026-06-06 05:05:45
585,585,472,Delhi Warehouse B,2026-02-06 05:44:55
586,586,229,Bengaluru Warehouse E,2026-07-08 18:56:06
587,587,73,Bengaluru Warehouse E,2026-07-01 08:14:23
588,588,302,Jaipur Warehouse A,2026-05-01 15:41:33
589,589,440,Bengaluru Warehouse E,2026-06-23 21:25:50
590,590,307,Jaipur Warehouse A,2026-07-08 14:16:54
591,591,461,Bengaluru Warehouse E,2026-06-05 02:31:29
592,592,447,Jaipur Warehouse A,2026-05-09 10:35:01
593,593,50,Chennai Warehouse D,2026-04-19 11:36:38
594,594,209,Mumbai Warehouse C,2026-04-05 00:46:57
595,595,266,Jaipur Warehouse A,2026-01-18 19:32:52
596,596,79,Chennai Warehouse D,2026-06-22 10:56:46
597,597,141,Kolkata Warehouse F,2026-05-29 20:25:04
598,598,286,Bengaluru Warehouse E,2026-04-21 10:14:28
599,599,376,Delhi Warehouse B,2025-12-22 11:38:10
600,600,205,Mumbai Warehouse C,2026-07-05 08:27:33
