payment_id,order_id,payment_method,payment_status,transaction_id,paid_at
558,558,COD,Failed,TXN000558F,
559,559,Credit Card,Pending,,
560,560,UPI,Success,TXN000560S,2026-01-17 19:19:26
561,561,COD,Success,,2025-02-27 08:22:08
562,562,UPI,Success,TXN000562S,2026-01-19 15:06:11
563,563,UPI,Success,TXN000563S,2026-02-12 13:37:35
564,564,Credit Card,Success,TXN000564S,2025-08-03 22:45:59
565,565,Credit Card,Success,TXN000565S,2025-11-12 06:35:48
566,566,UPI,Pending,,
567,567,Credit Card,Success,TXN000567S,2025-10-26 09:22:23
568,568,Credit Card,Success,TXN000568S,2026-07-02 20:04:44
569,569,Credit Card,Success,TXN000569S,2026-03-27 08:16:58
570,570,UPI,Success,TXN000570S,2026-06-30 21:26:30
571,571,COD,Pending,,
572,572,COD,Success,,2026-01-03 15:51:25
573,573,Credit Card,Success,TXN000573S,2026-02-01 05:30:19
574,574,UPI,Success,TXN000574S,2025-09-11 10:23:22
575,575,UPI,Success,TXN000575S,2026-06-29 07:28:05
576,576,COD,Success,,2025-07-09 21:36:50
577,577,UPI,Success,TXN000577S,2025-05-16 19:59:38
578,578,UPI,Failed,TXN000578F,
579,579,Credit Card,Pending,,
580,580,COD,Success,,2025-11-10 03:59:33
581,581,UPI,Success,TXN000581S,2025-10-14 05:20:45
582,582,Credit Card,Pending,,
583,583,UPI,Success,TXN000583S,2025-03-21 22:40:19
584,584,COD,Failed,TXN000584F,
585,585,UPI,Success,TXN000585S,2025-08-26 22:45:52
586,586,UPI,Success,TXN000586S,2025-12-05 23:12:46
587,587,Credit Card,Failed,TXN000587F,
588,588,UPI,Success,TXN000588S,2025-11-14 12:04:11
589,589,COD,Failed,TXN000589F,
590,590,Credit Card,Success,TXN000590S,2026-01-05 12:25:32
591,591,COD,Success,,2025-05-21 18:09:29
592,592,COD,Failed,TXN000592F,
593,593,Credit Card,Success,TXN000593S,2025-11-15 22:42:01
594,594,UPI,Success,TXN000594S,2025-11-30 22:04:27
595,595,UPI,Success,TXN000595S,2025-10-13 14:28:25
596,596,Credit Card,Success,TXN000596S,2026-05-17 12:37:29
597,597,COD,Success,,2026-01-26 04:58:20
598,598,Credit Card,Pending,,
599,599,COD,Success,,2025-06-11 18:37:14
600,600,COD,Pending,,
