order_item_id,order_id,product_id,quantity,price_per_unit
1069,426,474,3,24362.71
1070,426,533,2,45448.63
1071,427,203,1,2730.24
1072,428,407,1,83928.3
1073,428,331,3,31980.5
1074,429,121,2,88272.56
1075,429,287,1,52131.35
1076,429,527,2,59328.41
1077,429,346,2,46057.73
1078,430,557,1,32320.47
1079,431,464,1,4625.33
1080,431,447,3,14306.92
1081,431,567,1,28325.69
1082,432,577,3,82626.59
1083,432,544,1,75912.97
1084,433,384,1,39719.93
1085,433,163,3,78153.67
1086,434,411,2,57420.97
1087,435,570,3,23837.47
1088,435,320,3,45086.28
1089,435,214,3,3520.14
1090,436,430,3,82274.4
1091,436,401,1,22159.72
1092,437,283,1,5744.87
1093,437,336,3,75775.88
1094,438,158,1,45597.49
1095,438,73,2,30383.43
1096,438,350,2,28837.07
1097,438,279,1,41991.47
1098,439,248,2,12226.36
1099,439,507,1,8729.86
1100,439,443,3,9307.28
1101,440,430,1,82274.4
1102,440,258,1,3034.03
1103,440,366,1,31501.21
1104,441,575,3,16286.24
1105,441,580,2,36643.63
1106,441,385,1,80713.05
1107,441,532,3,56249.25
1108,442,356,3,55094.5
1109,443,27,1,42644.86
1110,443,222,3,32824.34
1111,443,581,2,15070.4
1112,443,186,1,81831.69
1113,444,361,2,43716.88
1114,444,255,1,33277.53
1115,444,284,2,76931.84
1116,445,177,2,41515.7
1117,445,512,2,43579.55
1118,445,92,3,29904.06
1119,446,510,1,62715.05
1120,446,191,2,59791.37
1121,446,392,3,69085.48
1122,447,195,3,3588.72
1123,448,204,1,82581.18
1124,449,150,2,74716.64
1125,449,349,2,70626.45
1126,449,546,1,36425.85
1127,450,42,3,27083.21
1128,450,252,2,4267.24
1129,450,562,1,12991.47
1130,450,159,2,79949.57
1131,451,250,2,40640.82
1132,451,22,2,85226.01
1133,451,495,3,30976.41
1134,452,270,2,81731.74
1135,452,442,1,65985.09
1136,452,380,2,7197.9
1137,453,99,3,7848.25
1138,453,520,2,50229.36
1139,454,472,3,75420.31
1140,455,356,2,55094.5
1141,456,283,3,5744.87
1142,457,406,3,21983.04
1143,457,221,2,65466.93
1144,458,7,3,69620.54
1145,458,55,1,23073.08
1146,458,367,1,57021.8
1147,459,255,1,33277.53
1148,459,184,1,28073.62
1149,460,418,2,22635.77
1150,460,391,1,1437.65
1151,460,486,1,84997.23
1152,460,142,2,9928.48
1153,461,233,3,57881.01
1154,461,360,3,44168.85
1155,462,98,3,44357.84
1156,462,173,1,29664.39
1157,462,2,1,8612.83
1158,463,187,1,86202.47
1159,463,549,3,82449.73
1160,463,224,1,54536.52
1161,463,354,3,63484.26
1162,464,520,2,50229.36
1163,464,153,1,4904.43
1164,465,531,1,37263.54
1165,465,172,2,88602.22
1166,466,120,1,48563.54
1167,466,568,2,61225.3
1168,466,68,1,21256.52
1169,466,347,1,35322.85
1170,467,533,1,45448.63
1171,468,329,1,8417.53
1172,468,139,2,82280.6
1173,468,459,3,8014.06
1174,469,399,3,46067.21
1175,469,314,3,57467.03
1176,469,510,1,62715.05
1177,469,295,3,19709.78
1178,470,322,3,59297.21
1179,470,50,1,34551.25
1180,471,551,3,7593.62
1181,471,54,3,31241.7
1182,471,445,3,15474.45
1183,472,75,1,16518.27
1184,472,209,3,37606.77
1185,472,508,3,80527.58
1186,473,5,1,23952.97
1187,473,247,2,53856.19
1188,473,339,1,25369.95
1189,474,433,1,72617.8
1190,474,585,3,5219.9
1191,474,318,3,41417.0
1192,475,260,3,18818.29
1193,475,11,2,82198.62
1194,475,405,1,7956.42
1195,475,43,3,14158.22
1196,476,172,2,88602.22
1197,476,263,3,62182.54
1198,476,408,2,68350.84
1199,477,131,1,57482.84
1200,477,531,2,37263.54
1201,478,449,3,32601.44
1202,478,147,1,85558.85
1203,478,453,3,20515.56
1204,479,180,1,21415.94
1205,479,359,3,51816.58
1206,479,474,1,24362.71
1207,480,26,3,21571.82
1208,480,452,3,79716.24
1209,480,72,2,72027.16
1210,480,252,3,4267.24
1211,481,67,2,68969.07
1212,482,147,1,85558.85
1213,483,230,3,20335.9
1214,484,290,3,89356.64
1215,484,397,2,70511.24
1216,484,461,3,68301.29
1217,484,244,2,77800.91
1218,485,550,2,46383.95
1219,485,369,3,85724.28
1220,485,230,3,20335.9
1221,485,148,1,35951.94
1222,486,421,1,4033.13
1223,486,555,3,82005.59
1224,486,233,2,57881.01
1225,486,412,1,21461.1
1226,487,334,3,24980.38
1227,487,409,3,37898.46
1228,487,137,1,27941.17
1229,488,384,1,39719.93
1230,488,315,2,49736.59
1231,488,219,1,89558.82
1232,488,403,3,24557.96
1233,489,205,1,81545.0
1234,490,396,3,10924.98
1235,490,582,1,32726.62
1236,491,480,2,61330.87
1237,491,252,2,4267.24
1238,491,134,3,32433.53
1239,492,93,1,28535.21
1240,492,321,3,81133.31
1241,492,366,1,31501.21
1242,493,297,1,20048.64
1243,493,311,3,15399.06
1244,494,117,2,37510.03
1245,494,151,1,453.63
1246,495,452,1,79716.24
1247,495,599,2,69721.66
1248,495,586,1,85262.4
1249,496,404,3,72428.55
1250,496,154,1,53510.21
1251,496,114,3,24180.65
1252,497,17,2,14401.57
1253,497,428,1,87662.39
1254,497,174,3,63388.68
1255,497,374,2,76538.54
1256,498,54,3,31241.7
1257,498,245,2,44943.25
1258,499,565,3,9183.05
1259,499,33,1,38185.07
1260,499,134,3,32433.53
1261,500,385,3,80713.05
1262,500,344,2,10020.37
1263,500,376,2,4324.67
1264,501,86,3,24300.92
1265,501,461,2,68301.29
1266,501,87,3,55006.79
1267,502,90,1,58201.08
1268,502,78,3,18101.59
1269,503,125,1,56167.69
1270,504,216,3,77619.04
1271,504,52,1,77817.89
1272,505,481,3,66357.54
1273,505,295,3,19709.78
1274,506,556,1,60661.23
1275,506,590,3,16131.51
1276,507,423,1,3310.52
1277,507,519,2,10858.88
1278,507,293,2,68990.6
1279,508,506,2,4696.2
1280,509,327,3,61235.6
1281,510,308,3,4304.25
1282,510,501,1,46139.31
1283,510,321,1,81133.31
1284,510,560,3,78753.07
1285,511,157,1,57049.29
1286,511,146,1,75064.64
1287,511,395,2,5398.95
1288,511,430,2,82274.4
1289,512,401,2,22159.72
1290,513,195,3,3588.72
1291,513,499,3,37625.45
1292,514,489,1,28343.58
1293,514,297,3,20048.64
1294,514,145,2,35099.4
1295,515,125,2,56167.69
1296,515,133,3,41222.86
1297,515,543,2,63929.1
1298,515,289,3,33931.97
1299,516,379,2,56378.26
1300,516,428,3,87662.39
1301,516,253,1,80402.23
1302,516,215,2,89022.22
1303,517,330,1,17026.78
1304,517,587,3,74765.65
1305,518,394,1,52861.06
1306,519,283,2,5744.87
1307,519,147,1,85558.85
1308,520,328,3,7566.01
1309,520,497,3,64056.69
1310,520,322,1,59297.21
1311,521,255,3,33277.53
1312,521,386,1,22450.22
1313,521,434,2,63480.73
1314,522,458,3,88946.54
1315,522,392,1,69085.48
1316,523,292,1,14128.9
1317,523,167,1,51054.63
1318,523,132,1,14385.21
1319,523,331,2,31980.5
1320,524,406,3,21983.04
1321,524,183,1,39909.28
1322,524,335,3,53522.81
1323,525,144,1,4271.14
1324,526,423,2,3310.52
1325,527,213,2,74767.45
1326,528,491,1,86885.44
1327,528,44,1,45584.73
1328,529,331,1,31980.5
1329,529,397,3,70511.24
1330,529,406,2,21983.04
1331,530,236,2,17826.91
1332,530,597,1,50906.39
1333,531,273,3,89020.13
1334,531,570,2,23837.47
1335,531,384,1,39719.93
1336,532,30,1,16676.23
1337,532,457,1,15723.53
1338,532,525,1,9804.14
1339,532,416,1,3820.62
1340,533,311,2,15399.06
1341,533,370,1,78059.87
1342,534,186,1,81831.69
1343,534,342,2,59346.93
1344,535,255,1,33277.53
1345,535,80,1,86742.38
1346,535,110,3,87220.16
1347,536,221,3,65466.93
1348,536,196,2,16438.97
1349,536,434,1,63480.73
1350,537,124,2,1577.21
1351,537,32,1,77844.61
1352,538,157,1,57049.29
1353,539,591,1,43504.24
1354,540,193,1,45861.27
1355,540,241,3,43684.75
1356,540,459,1,8014.06
1357,541,91,2,27696.3
1358,541,377,3,259.7
1359,541,468,1,6091.4
1360,542,382,1,65821.55
1361,542,479,3,17113.74
1362,542,356,2,55094.5
1363,542,300,3,27205.13
1364,543,462,2,79033.84
1365,543,553,3,58260.19
1366,543,169,3,14334.41
1367,543,44,1,45584.73
1368,544,430,1,82274.4
1369,545,233,2,57881.01
1370,545,343,1,48185.19
1371,546,225,3,47744.5
1372,546,591,1,43504.24
1373,546,360,1,44168.85
1374,546,418,3,22635.77
1375,547,74,1,81641.21
1376,547,314,2,57467.03
1377,548,191,1,59791.37
1378,548,74,2,81641.21
1379,549,214,3,3520.14
1380,549,312,3,75547.35
1381,549,439,2,9548.1
1382,550,485,1,23597.22
1383,550,393,2,28028.64
1384,550,552,3,60395.09
1385,551,487,2,26991.35
1386,552,36,3,6301.89
1387,552,331,2,31980.5
1388,552,318,1,41417.0
1389,552,566,3,59415.12
1390,553,515,1,13548.17
1391,554,179,1,46040.4
1392,554,463,2,24931.19
1393,554,301,3,47792.26
1394,554,167,2,51054.63
1395,555,386,2,22450.22
1396,555,45,1,517.4
1397,556,169,1,14334.41
1398,557,538,3,70629.78
1399,558,69,3,62515.69
1400,558,67,2,68969.07
1401,558,90,2,58201.08
1402,558,270,2,81731.74
1403,559,202,3,37456.74
1404,559,457,3,15723.53
1405,560,597,1,50906.39
1406,560,424,3,43215.98
1407,561,116,3,89303.69
1408,562,487,2,26991.35
1409,562,490,1,44163.02
1410,563,490,3,44163.02
1411,564,443,1,9307.28
1412,565,131,3,57482.84
1413,565,491,3,86885.44
1414,566,444,3,71966.67
1415,567,288,3,3048.79
1416,567,476,3,76671.44
1417,567,350,2,28837.07
1418,567,311,2,15399.06
1419,568,546,2,36425.85
1420,568,530,3,82447.74
1421,568,65,2,72166.21
1422,569,314,3,57467.03
1423,569,197,3,87268.06
1424,569,344,2,10020.37
1425,570,371,3,68579.33
1426,570,556,2,60661.23
1427,571,188,1,63743.43
1428,571,509,2,36188.82
1429,571,384,2,39719.93
1430,572,150,2,74716.64
1431,572,261,1,82107.75
1432,572,74,2,81641.21
1433,573,524,1,33774.35
1434,573,582,2,32726.62
1435,573,431,1,75334.38
1436,574,186,2,81831.69
1437,574,126,1,78538.99
1438,575,41,1,14364.67
1439,575,581,1,15070.4
1440,576,566,1,59415.12
1441,576,363,1,3135.02
1442,576,243,3,42088.24
1443,577,498,1,89521.28
1444,577,128,2,81326.48
1445,577,98,1,44357.84
1446,578,446,2,88676.79
1447,578,594,1,25636.35
1448,578,396,1,10924.98
1449,579,24,3,20376.82
1450,579,555,2,82005.59
1451,579,279,2,41991.47
1452,579,211,3,88296.34
1453,580,382,3,65821.55
1454,580,148,1,35951.94
1455,581,255,2,33277.53
1456,581,298,3,50114.39
1457,581,237,2,53343.4
1458,582,369,2,85724.28
1459,582,391,2,1437.65
1460,582,21,3,7890.68
1461,583,357,2,82696.7
1462,583,235,2,14985.21
1463,583,276,2,74462.69
1464,584,93,1,28535.21
1465,584,163,3,78153.67
1466,585,286,2,50378.99
1467,585,191,1,59791.37
1468,585,235,3,14985.21
1469,585,420,1,89744.1
1470,586,18,3,78371.57
1471,586,201,3,24695.66
1472,587,184,1,28073.62
1473,587,157,1,57049.29
1474,587,547,1,19815.39
1475,588,50,1,34551.25
1476,588,481,1,66357.54
1477,589,255,1,33277.53
1478,590,405,3,7956.42
1479,590,564,2,22710.75
1480,590,555,3,82005.59
1481,590,414,3,14959.87
1482,591,130,3,78400.4
1483,591,38,2,60340.39
1484,591,212,2,69479.82
1485,591,76,1,25186.44
1486,592,221,2,65466.93
1487,593,17,2,14401.57
1488,593,233,2,57881.01
1489,594,150,2,74716.64
1490,594,104,2,59573.24
1491,595,42,2,27083.21
1492,595,491,1,86885.44
1493,595,70,2,18772.73
1494,595,361,3,43716.88
1495,596,25,2,6574.18
1496,596,460,3,52963.33
1497,596,414,2,14959.87
1498,597,562,3,12991.47
1499,598,148,1,35951.94
1500,598,146,3,75064.64
1501,598,202,2,37456.74
1502,599,428,2,87662.39
1503,599,156,3,6798.47
1504,600,68,3,21256.52
1505,600,225,2,47744.5
1506,600,480,1,61330.87
1507,600,170,1,43811.42
