order_id,user_id,shipping_address_id,total_amount,order_status,order_date
481,74,110,137938.14,Delivered,2025-09-14 15:37:38
482,369,598,85558.85,Delivered,2025-09-17 20:06:26
483,2,4,61007.7,Cancelled,2025-11-08 00:01:54
484,422,692,769598.09,Pending,2026-03-30 21:22:50
485,326,518,446900.38,Delivered,2026-01-18 03:36:48
486,413,677,387273.02,Delivered,2025-05-02 20:03:07
487,488,806,216577.69,Delivered,2026-01-06 00:35:09
488,402,659,302425.81,Pending,2026-01-05 21:57:12
489,232,361,81545.0,Delivered,2026-05-10 08:40:25
490,222,343,65501.56,Delivered,2025-12-21 01:45:07
491,401,657,228496.81,Delivered,2025-05-08 00:56:22
492,44,69,303436.35,Delivered,2025-01-17 17:35:45
493,464,769,66245.82,Delivered,2026-01-15 00:16:11
494,288,457,75473.69,Delivered,2026-07-08 14:23:04
495,88,132,304421.96,Cancelled,2026-04-11 07:06:03
496,36,57,343337.81,Pending,2025-04-25 19:31:38
497,150,235,459708.65,Pending,2025-10-13 12:18:29
498,463,766,183611.6,Delivered,2026-01-26 06:58:27
499,384,629,163034.81,Delivered,2026-06-07 04:18:11
500,199,309,270829.23,Cancelled,2026-07-05 01:06:46
501,283,447,374525.71,Delivered,2026-01-25 16:27:34
502,91,136,112505.85,Delivered,2025-03-02 10:55:36
503,299,479,56167.69,Delivered,2026-05-16 02:44:48
504,47,72,310675.01,Shipped,2025-01-13 23:36:14
505,363,587,258201.96,Cancelled,2026-04-26 06:33:06
506,41,63,109055.76,Delivered,2025-06-13 13:46:38
507,388,637,163009.48,Delivered,2025-05-17 03:47:41
508,387,635,9392.4,Delivered,2025-03-02 05:13:32
509,392,644,183706.8,Cancelled,2025-01-20 07:40:35
510,231,359,376444.58,Delivered,2026-01-19 04:12:53
511,167,262,307460.63,Shipped,2026-01-06 02:34:30
512,78,117,44319.44,Delivered,2025-06-28 13:03:26
513,82,122,123642.51,Delivered,2026-03-13 16:13:40
514,31,51,158688.3,Delivered,2025-04-03 08:11:51
515,323,515,465658.07,Pending,2026-06-26 07:45:26
516,190,296,634190.36,Delivered,2025-03-01 00:44:06
517,407,668,241323.73,Delivered,2026-07-07 09:48:22
518,241,376,52861.06,Shipped,2025-09-11 11:19:07
519,35,56,97048.59,Cancelled,2025-11-09 14:13:54
520,183,285,274165.31,Delivered,2026-03-23 10:09:47
521,376,613,249244.27,Shipped,2025-06-11 10:00:08
522,41,64,335925.1,Cancelled,2026-01-07 03:06:00
523,234,364,143529.74,Cancelled,2025-06-13 14:53:57
524,282,446,266426.83,Shipped,2026-05-14 11:21:56
525,371,602,4271.14,Delivered,2026-01-31 18:43:23
526,387,636,6621.04,Delivered,2025-10-15 08:28:22
527,405,664,149534.9,Delivered,2026-07-04 12:01:58
528,29,49,132470.17,Pending,2025-02-20 18:21:21
529,487,804,287480.3,Shipped,2025-04-27 22:24:46
530,21,35,86560.21,Delivered,2026-04-14 00:13:14
531,109,168,354455.26,Delivered,2026-03-03 12:03:05
532,202,312,46024.52,Delivered,2026-05-31 05:30:08
533,377,615,108857.99,Cancelled,2026-06-30 17:52:06
534,262,414,200525.55,Delivered,2025-09-08 16:59:02
535,386,633,381680.39,Shipped,2026-01-27 21:37:17
536,196,305,292759.46,Delivered,2025-03-27 12:32:54
537,155,240,80999.03,Shipped,2025-08-03 01:33:40
538,139,215,57049.29,Shipped,2026-03-24 11:22:49
539,222,343,43504.24,Delivered,2025-11-27 08:08:43
540,104,158,184929.58,Cancelled,2025-01-29 23:05:20
541,406,665,62263.1,Delivered,2025-02-16 17:38:02
542,377,615,308967.16,Delivered,2025-11-23 03:03:38
543,130,201,421436.21,Delivered,2025-09-26 11:55:03
544,72,106,82274.4,Delivered,2026-07-03 10:27:38
545,54,80,163947.21,Pending,2025-07-27 20:16:19
546,375,611,298813.9,Delivered,2026-03-12 23:51:43
547,458,758,196575.27,Shipped,2025-04-04 17:33:13
548,9,16,223073.79,Delivered,2025-08-28 17:48:53
549,358,579,256298.67,Delivered,2025-10-04 13:08:41
550,256,404,260839.77,Delivered,2025-10-11 00:22:41
551,195,303,53982.7,Cancelled,2026-01-24 14:41:48
552,233,363,302529.03,Delivered,2025-09-30 01:16:09
553,66,96,13548.17,Shipped,2026-02-08 06:00:51
554,300,480,341388.82,Shipped,2026-07-07 07:42:00
555,249,391,45417.84,Delivered,2025-01-15 10:06:57
556,366,592,14334.41,Delivered,2026-07-09 07:29:11
557,255,402,211889.34,Shipped,2026-07-07 20:50:07
558,143,222,605350.85,Cancelled,2026-03-19 20:28:52
559,13,23,159540.81,Pending,2025-03-19 02:11:37
560,286,455,180554.33,Delivered,2026-01-17 04:19:26
561,6,12,267911.07,Shipped,2025-02-26 14:22:08
562,164,257,98145.72,Delivered,2026-01-19 03:06:11
563,342,550,132489.06,Delivered,2026-02-11 00:37:35
564,186,289,9307.28,Delivered,2025-08-02 20:45:59
565,344,554,433104.84,Shipped,2025-11-10 12:35:48
566,307,491,215900.01,Cancelled,2026-02-01 03:14:23
567,396,649,327632.95,Delivered,2025-10-25 00:22:23
568,173,269,464527.34,Shipped,2026-07-02 01:04:44
569,465,770,454246.01,Delivered,2026-03-26 15:16:58
570,456,753,327060.45,Delivered,2026-06-29 15:26:30
571,327,519,215560.93,Pending,2025-06-19 19:09:23
572,139,217,394823.45,Shipped,2026-01-02 13:51:25
573,97,146,174561.97,Shipped,2026-01-30 12:30:19
574,224,346,242202.37,Delivered,2025-09-11 05:23:22
575,402,659,29435.07,Delivered,2026-06-28 09:28:05
576,221,341,188814.86,Delivered,2025-07-09 00:36:50
577,278,441,296532.08,Delivered,2025-05-15 13:59:38
578,55,81,213914.91,Cancelled,2025-07-15 11:00:33
579,77,116,574013.6,Cancelled,2026-05-03 17:25:02
580,260,412,233416.59,Shipped,2025-11-08 06:59:33
581,112,171,323585.03,Delivered,2025-10-12 09:20:45
582,366,592,197995.9,Pending,2025-11-09 01:03:35
583,466,771,344289.2,Shipped,2025-03-21 11:40:19
584,196,305,262996.22,Cancelled,2025-02-17 06:23:04
585,232,361,295249.08,Delivered,2025-08-26 16:45:52
586,281,445,309201.69,Delivered,2025-12-05 18:12:46
587,64,94,104938.3,Cancelled,2026-03-16 20:50:39
588,257,405,100908.79,Delivered,2025-11-12 21:04:11
589,126,196,33277.53,Cancelled,2025-05-27 00:56:22
590,1,2,360187.14,Shipped,2026-01-03 21:25:32
591,269,427,520028.06,Shipped,2025-05-20 15:09:29
592,162,254,130933.86,Cancelled,2025-06-14 08:05:22
593,333,532,144565.16,Delivered,2025-11-14 20:42:01
594,238,371,268579.76,Delivered,2025-11-29 23:04:27
595,307,491,309747.96,Shipped,2025-10-13 13:28:25
596,13,23,201958.09,Shipped,2026-05-15 20:37:29
597,453,749,38974.41,Shipped,2026-01-24 15:58:20
598,339,546,336059.34,Cancelled,2025-12-18 15:36:42
599,7,13,195720.19,Delivered,2025-06-11 01:37:14
600,84,124,264400.85,Cancelled,2025-08-05 05:25:19
